Fe,C,Cr,Ni,Mn,S,Si,Mo,V,W,Co,Al,P,Cu,Ti,Tensile_Strength_MPa
68.99,0.84,16.65,3.57,0.16,0.04,1.83,1.38,0.38,3.3,1.65,0.88,0.01,0.11,0.21,1351.46
84.45,0.35,2.03,1.31,1.51,0.01,1.83,1.84,0.67,1.13,1.2,0.57,0.03,2.31,0.76,784.47
54.35,1.07,11.21,19.8,1.64,0,0.64,2.86,0.72,2.75,3.93,0.28,0.01,0.16,0.57,1840.34
65.41,0.83,5.87,12.27,0.1,0,1.4,1.84,0.67,4.16,4.26,0.17,0.02,2.2,0.77,1410.98
67.49,0.24,10.62,14.82,0.64,0.01,1.43,1.5,0.17,0.74,1.57,0.59,0.02,0.06,0.1,871.01
76.07,0.36,11.87,1.97,1.12,0.01,0.42,0.86,0.07,3.36,2.32,0.83,0,0.43,0.31,876.32
78.67,0.5,5.43,1.6,1.88,0.03,1.58,3.29,0.51,0.45,3.21,0.16,0.02,1.89,0.78,1045.19
72.13,0.83,12.09,2.98,0.69,0,1.44,4.76,0.26,0.44,2.38,0.86,0.03,0.14,0.97,1397.63
73.31,1.11,8.11,7.44,0.92,0.04,1.32,0.3,0.96,0.74,3.73,0.64,0.01,0.51,0.87,1490.48
67.35,0.51,11.78,10.08,1.45,0.02,0.57,1.82,0.86,2.34,1.07,0.93,0.04,0.17,1,1140.39
61.14,0.29,12.46,15.6,0.48,0.01,0.61,2.99,0.17,0.52,3.39,0.78,0.03,1.09,0.43,1012.97
50.36,0.47,17.28,15.36,0.42,0.02,1.09,3.06,0.47,4.05,3.84,0.51,0.04,2.25,0.78,1382.29
73.24,0.93,16.68,1.26,1.26,0.01,1.01,0.78,0.13,0.06,3.15,0.36,0.01,0.97,0.17,1332.28
69.7,1.13,5.76,6.68,1.68,0.03,1.42,3.18,0.95,1.04,4.95,0.83,0.03,1.99,0.65,1618.32
66.99,0.46,13.72,10.49,0.03,0.04,1.46,0.83,0.96,1.12,2.29,0.11,0.03,1.13,0.35,1069.12
68.74,0.99,0.17,15.96,1.14,0.05,1.18,0.28,0.05,4.42,4.21,0.35,0.03,1.47,0.97,1440.06
58.5,0.85,17.33,11.43,0.17,0.03,1.37,1.1,0.39,2.99,1.87,0.37,0.01,2.82,0.75,1494.83
60.94,0.01,13.78,14.8,0.02,0.02,1.21,2.26,0.78,2.13,0.77,0.98,0.01,2.15,0.14,793.1
76.58,0.24,8.1,3.14,1.12,0.03,0.12,4.36,0.19,1.13,3.31,0.47,0.02,0.38,0.81,788.36
74.81,0.74,2.44,7.48,1.62,0.03,0.22,1.86,0.24,2.59,4.22,0.44,0.02,2.72,0.58,1141.87
68.25,0.73,10.37,7.94,1.98,0.04,1.5,2.69,0.46,0.92,1.53,0.77,0.02,2.65,0.15,1293.96
65.89,0.61,11.65,10.34,1.78,0.05,0.23,0.65,0.13,3.41,1.86,0.73,0.02,1.88,0.77,1252.96
67.95,0.11,7.39,10.92,0.92,0.05,1.81,4.11,0.38,3.59,1.98,0.23,0.02,0.21,0.33,942.73
66.06,0.56,17.2,6.27,1.8,0.01,0.38,2.59,0.67,0.22,1.11,0.46,0.02,2.14,0.51,1245.36
58.93,0.94,17.34,9.97,1.23,0.02,1.36,2.32,0.44,4.28,0.25,0.88,0.04,1.52,0.49,1605.93
66.17,0.44,17.9,2.22,1.18,0.03,1.87,3.9,0.64,0.58,1.87,0.14,0.04,2.25,0.76,1165.78
80.58,0.19,5.93,2.74,1.45,0.01,1.4,3.46,0.46,0.68,1.57,0.32,0.04,0.34,0.83,826.63
71.8,0.92,3.35,14.38,1.34,0.04,0.38,0.79,0.24,1.83,3.97,0.74,0.05,0.18,0.01,1244.21
70.33,0.41,9.84,2.05,1.29,0.02,1.27,4.17,0.17,4.65,2.65,0.92,0.01,1.81,0.4,1150.86
66.15,0.93,10.91,9.89,1.83,0.02,0.44,3.04,0.62,2.2,2.43,0.96,0.04,0.33,0.21,1497.75
61.54,0.89,12.85,5.89,1.1,0.03,0.96,4.14,0.83,4.25,4.02,0.49,0.02,2.49,0.49,1635.38
69.56,0.3,9.13,2.84,1.38,0.02,0.52,4.78,0.78,3.94,3.12,0.84,0.04,1.8,0.96,1104.02
60.56,0.16,9.72,12.22,2,0.05,1.93,1.74,0.99,2.28,4.26,0.22,0.03,2.9,0.95,886.08
71.78,0.82,14.36,3.53,1.44,0.03,0.18,0.57,0.11,3.62,0.71,0.47,0.02,1.65,0.71,1327.52
63.17,0.56,7.16,17.24,0.66,0.01,1.49,1.8,0.85,1.64,3.51,0.05,0.02,1.03,0.82,1277.83
63.24,1.16,8.3,16.5,1.4,0.05,1.62,0.39,0.71,2.68,0.08,0.25,0.05,2.78,0.8,1646.29
54.91,1.02,15.52,12.32,1.86,0.03,1.78,2.27,0.28,4.58,1.94,0.5,0.02,1.99,1,1720.68
76.75,0.04,16.2,0.08,0.73,0.01,1.51,0.25,0.55,1.47,0.67,0.77,0.01,0.67,0.28,686.25
70.07,0.03,4.35,8.62,0.66,0.04,1.58,3.13,0.34,3.5,4.22,0.59,0.04,2.25,0.57,757.68
69.76,0.38,13.42,4.14,1.56,0.04,1.64,2.36,0.19,0.5,3.72,0.89,0.03,0.43,0.93,998.63
51.59,0.72,13.99,14.73,1.94,0.01,1.16,3.46,0.89,4.37,4.89,0.51,0.04,1.28,0.42,1596.01
56.01,0.31,14.73,19.72,0.51,0,1.63,3.1,0.96,1.26,0.36,0.49,0,0.79,0.13,1137.95
67.31,1.15,5.01,8.88,1.8,0.03,1.24,3.53,0.83,4.39,3.21,0.89,0.03,0.83,0.88,1725.05
64.35,0.65,16.31,0.8,0.8,0.05,0.5,4.71,0.95,4.41,2.82,0.65,0.04,2.33,0.63,1419.86
74.16,0.47,14.09,3.21,1.95,0.02,0.86,1.37,0.58,0.29,0.75,0.75,0.01,0.71,0.79,993.78
79.08,0.12,7.87,0.46,0.69,0.03,0.18,4.44,0.91,0.52,4.95,0.3,0,0.02,0.41,696.96
67.35,1.01,12.9,7,1.47,0.05,0.19,1.53,0.46,2.49,2.71,0.3,0.03,1.94,0.58,1542.35
71.16,0.15,8.59,7.12,0.98,0.05,0.96,0.07,0.44,4.1,3.9,0.51,0.01,1.4,0.56,762.64
64.94,0.43,14.63,9.9,1.99,0.02,0.14,3.41,0.05,1.25,1.77,0.74,0.02,0.09,0.62,1183.16
60.19,0.5,16.59,9.99,1.42,0.01,1.52,3.6,0.9,0.17,2.24,0.68,0,1.23,0.94,1301.87
60.61,0.08,12.92,11.62,1,0.05,0.26,4.48,0.69,1.29,4.51,0.43,0.04,1.17,0.85,919.28
74.27,0.77,2.54,12.99,0.38,0.02,0.34,0.11,0.21,2.68,2.41,0.5,0.01,2.06,0.7,1184.57
69.34,0.78,12.83,5.55,0,0.04,1.64,0.62,0.37,3.31,3.26,0.86,0.01,1.29,0.1,1266.44
72.06,0.47,0.27,17.97,1.05,0.04,0.12,1.14,0.26,1.93,4.01,0.39,0.01,0.19,0.08,922.81
77.5,0.87,12.28,2.71,0.29,0.04,1.44,1.89,0.08,0.06,1.44,0.01,0.01,1.26,0.12,1282.43
62.41,0.13,16.14,11.71,1.87,0.02,1.35,1.02,0.62,0.65,0.01,0.93,0.03,2.78,0.33,832.85
63.32,0.85,10.18,18.51,0.05,0.04,0.66,0.9,0.51,2.53,0.69,0.2,0.02,1.23,0.32,1332.68
64.01,0.19,0.08,19.4,1.89,0.02,1.99,3.37,0.07,0.59,4.58,0.63,0.04,2.69,0.45,823.3
71.14,0.21,8.02,6.8,0.94,0.02,1.29,4.69,0.11,0.5,4.26,0.51,0.04,0.65,0.83,872.08
76.04,1.11,11.44,2.12,1.79,0.04,1.5,0.18,0.8,0.69,1.11,0.58,0.01,1.98,0.61,1475.36
70.42,1.11,2.9,11.94,0.68,0.02,0.57,1.77,0.03,4.91,3.12,0.5,0.02,1.62,0.38,1522.42
72.6,0.44,8.35,5.52,0.36,0.03,1.69,0.76,0.03,1.23,4.9,0.83,0.03,2.79,0.45,935.74
65.66,0.46,11.27,6.1,1.24,0.01,0.1,4.56,0.88,4.85,3.58,0.68,0.03,0.38,0.19,1207.15
68.99,0.35,16.02,3.46,1.85,0.03,1.43,0.55,0.27,4.79,1.33,0.3,0.01,0.39,0.23,1008.03
68.23,0.67,2.2,16.04,1.57,0,0.77,0.34,0.79,3.69,4.51,0.24,0.02,0.55,0.37,1277.62
66.35,0.63,0.96,14.3,1.09,0.04,0.54,4.52,1,4.6,3.89,0.81,0.03,0.57,0.68,1276.55
67.68,0.82,17.63,3.54,0.65,0.03,0.34,0.11,0.34,4.33,0.22,0.43,0.04,2.86,0.99,1393.32
68.59,0.51,17.11,0.71,1.49,0.03,0.5,2.54,0.13,4.36,1.79,0.63,0.01,0.62,0.99,1191.79
72.66,0.61,8.9,3.5,1.47,0.02,0.37,1.66,0.56,3.63,2.41,0.53,0.01,2.74,0.93,1176.73
70.39,0.82,0.32,10.74,1.26,0.05,1.99,4.29,0.06,4.77,3.06,0.8,0.02,0.96,0.46,1381.17
80.2,1.03,0.68,3.02,0.25,0.02,1.99,0.87,0.15,4.58,4.41,0.03,0.04,1.97,0.77,1335.94
68.96,0.6,17.84,0.88,0.47,0.02,0.9,4.61,0.56,0.23,2.04,0.42,0.05,1.8,0.64,1277.76
61.28,0.77,4.27,17.48,1.46,0.04,1.99,4.01,0.83,4.76,0.76,0.5,0.03,0.99,0.84,1533.35
53.47,0.92,12.98,19.94,0.52,0.04,1.1,1.56,0.16,4.48,2.98,0.82,0.03,0.66,0.34,1605.54
50.28,0.02,17.74,19.61,1.99,0.02,1.93,1.98,0.03,1.12,4.73,0.01,0.03,0.23,0.29,916.61
56.25,0.11,15.47,11.82,1.8,0.03,1.94,2.55,0.64,2.88,2.42,0.85,0.03,2.4,0.79,1025.81
62.58,0.25,10.5,13.55,1.99,0,0.18,0.39,0.4,4.11,4.22,0.74,0.04,0.97,0.09,913.39
55.74,0.08,15.34,14.61,1.4,0.02,0.76,4.79,0.06,3.87,1.55,0.04,0.04,0.99,0.72,1046.76
65.37,0.94,10.46,5.73,1.47,0.03,0.03,4.51,0.55,4.34,4.41,0.44,0.03,1.25,0.45,1651.81
68.26,1.08,14.19,2.53,1.22,0.05,1.19,3.93,0.77,1.75,1.86,0.72,0.02,1.71,0.71,1623.24
74.32,0.18,5.25,10.15,0.68,0.03,0.11,2.55,0.37,2.67,2.11,0.28,0.05,0.55,0.68,806.88
62.43,1.11,9.7,17.53,0.25,0.02,0.91,0.04,0.44,1.85,3.35,0.94,0,0.98,0.44,1616.57
75.65,0.54,0.49,14.2,1.77,0.03,1.16,0.81,0.22,1.18,2.15,0.93,0.03,0.58,0.27,941.47
72.95,0.47,11.22,8.8,0.78,0.03,0.48,0.39,0.02,1.26,0.46,0.34,0.04,2.15,0.61,924.85
76.06,1.06,7.19,8.02,0.81,0,1.95,0.69,0.34,1.6,0.37,0.15,0,0.88,0.87,1467.49
69.35,0.41,2.23,12.91,1.99,0.01,0.56,4.86,0.18,2.56,1.2,0.93,0.05,2.44,0.31,1019.55
62.09,1.07,16.46,8.38,1.31,0.01,0.87,3.16,0.39,1.79,0,0.8,0.04,2.91,0.72,1665.11
60.73,0.66,4.85,19.99,1.18,0.03,1.36,4.23,0.01,1.1,3.33,0.9,0.03,1.24,0.36,1324.13
66.96,0.73,5.25,18.5,1.1,0.04,0.43,1.72,0.87,0.25,2.56,0.48,0.04,0.85,0.22,1251.85
70.32,1.11,10.29,2.09,0.39,0.05,0.39,3.05,0.42,4.43,3.78,0.6,0,2.64,0.44,1621.27
73.82,0.84,1.25,14.9,0.68,0.02,0.24,0.73,0.19,1.64,4.46,0.37,0.04,0.25,0.59,1225.76
54.29,0.58,17.6,16.92,0.91,0.04,0.39,2.81,0.07,1.74,1.13,0.72,0.02,2.25,0.52,1335.78
60.69,1,16.26,11.44,1.51,0.04,0.31,0.82,0.07,1.6,2.37,1,0.02,2.18,0.69,1530.31
73.81,0.25,1.05,10.92,1.4,0.05,0.72,4.48,0.38,3.45,2.99,0.05,0,0.06,0.37,883.85
67.9,0.73,5.2,15.94,1.6,0.04,1.05,1.42,0.81,0.93,1.45,0.18,0.03,2.06,0.65,1264.22
70.63,0.5,1.8,18.22,1.02,0.02,1.18,0.96,0.13,2.03,1.14,0.24,0.04,1.59,0.48,998.67
58.53,0.14,15,11.68,0.29,0.01,0.96,3.46,0.24,2.67,3.42,0.45,0.04,2.61,0.47,975.84
84.24,1.17,1.36,0.07,0.76,0.03,1.26,2.38,0.12,0.85,4.26,0.87,0.03,1.99,0.6,1382.25
76.28,0.84,9.67,0.37,1.91,0.04,0.52,3.08,0.92,0.48,2.52,0.46,0.02,2.51,0.38,1266.73
86.08,0.09,1.19,0.85,0.82,0.04,0.41,3.23,0.69,1.28,3,0.68,0.02,1.01,0.62,575.87
80.38,0.48,8.36,1.52,1.11,0.02,0.24,2.33,0,2.01,0.53,0.02,0.04,2.75,0.21,931.73
71.88,0.65,5,9.87,0.87,0.01,1.4,0.63,0.05,3.84,3.33,0.5,0.02,1.49,0.44,1141.94
55.61,0.64,12.45,14.22,0.76,0.02,0.75,2.68,0.45,4.45,3.48,0.9,0.04,2.91,0.64,1337.38
82.76,1.16,2.85,1.05,1.16,0.05,0.84,1.06,0.52,3.24,1.58,0.71,0.05,2.69,0.29,1373.77
70.57,0.48,1.81,15.24,0.73,0.04,1.85,0.12,0.99,3.55,2.6,0.39,0.03,0.97,0.62,979.47
70.55,0.12,11.18,5.51,0.04,0.03,1.16,2.13,0.07,4.47,3.06,0.12,0.03,1.49,0.06,826.06
66.26,0.9,3.65,17.25,0.69,0.05,0.14,2.43,0.6,1.24,3.86,0.63,0,1.83,0.49,1408.22
48.17,0.24,17.92,17.94,0.59,0.03,0.63,3.88,0.93,1.79,4.03,0.5,0.02,2.82,0.51,1264.62
65.27,0.32,5.85,18.64,1.36,0.04,0.54,2.72,0.97,1.59,0.8,0.51,0.02,0.48,0.89,1009.43
67.67,1.19,10.23,15.49,1.72,0.04,0.09,0.79,0.07,0.05,1.53,0.39,0.01,0.19,0.53,1590.37
49.87,0.02,15.17,19.1,1.43,0.04,1.87,1.05,0.99,3.87,3.63,0.36,0.03,1.96,0.62,960.59
82.14,0.85,1.48,7.11,0.87,0.01,0.35,0.69,0.37,2.47,0.31,0.95,0.04,2.19,0.17,1157.6
60.89,1.18,13.46,11.52,1.7,0.01,0.03,3.45,0.1,0.58,3.72,0.27,0.03,2.75,0.32,1796.13
80.6,0.27,1.92,2.61,0.12,0,0.86,1.6,0.71,4.35,3.92,0.53,0.01,2.13,0.36,765.74
64.23,1.05,16.24,6.78,0.71,0.03,1.47,0.32,0.59,4.76,1.31,0.91,0.05,0.81,0.75,1595.93
60.17,0.29,13.28,15.95,0.49,0.04,1.62,1.79,0.17,0.46,2.88,0.98,0.04,1.31,0.54,947.6
65.4,0.58,8.34,10.44,1.91,0.03,1.21,0.64,1,3.86,4.39,0.41,0.03,1.57,0.19,1197.4
65.63,0.83,16.25,3.27,0.17,0.04,0.55,3.12,0.7,1.61,4.08,0.55,0.04,2.29,0.87,1436.76
60.84,1.07,8.42,16.99,0.65,0.02,1.79,2.13,0.79,1.18,4.74,0.57,0.04,0.27,0.49,1599.27
68.82,1.08,15.79,0.94,0.61,0.02,0.34,3.65,0.18,1.73,3.32,0.48,0.04,2.88,0.12,1552.46
82.85,0.5,0.59,2.72,0.64,0.02,1.8,3.71,0.97,3,1.21,0.33,0.02,0.98,0.67,1050.16
77.49,0.64,6.94,2.98,0.04,0.01,0.21,3.93,0.11,3.62,1.93,0.07,0.04,1.74,0.24,1167.98
79.25,0.85,5.21,1.24,1.72,0.02,0.39,2.58,0.91,0.22,3.83,0.57,0.02,2.23,0.97,1257.09
62.97,0.28,2.59,18.26,1.34,0.02,1.15,3.73,0.77,4.6,2.13,0.29,0.03,1.25,0.59,1042.15
57.76,0.57,12.44,15.99,0.99,0.01,0.83,3.93,0.41,3.48,2.54,0.24,0.04,0.25,0.52,1355.99
72.37,0.26,1.21,10.06,1,0.04,1.49,3.64,0.41,3.16,2.88,0.42,0.03,2.84,0.19,845.63
63.08,0.76,2.36,17.65,1.66,0.03,0.92,4.66,0.83,2.5,3.51,0.57,0.03,0.99,0.46,1398.1
68.13,0.1,6.43,13.92,1.91,0.05,1.11,3.03,0.19,3.48,0.35,0.28,0.03,0.93,0.05,786.7
78.71,0.09,1.35,5.04,0.36,0.04,0.64,4.02,0.17,2.46,3.44,0.65,0.03,2.77,0.23,672.59
70.64,0.6,15.91,1.56,0.11,0.01,1.27,1.3,0.19,2.29,3.07,0.25,0.02,1.84,0.95,1207.29
73.22,0.45,4.9,9.09,1.61,0.02,1.69,4.94,0.07,0.23,0.75,0.38,0.01,2.61,0.02,1042.24
68.05,0.39,3.32,18.63,1.34,0.05,1.94,2.49,0.23,0.97,1.11,0.71,0,0.15,0.61,1023.9
64.45,0.45,14.51,10.67,0.21,0.04,1.91,0.3,0.39,2.44,0.73,0.87,0.01,2.35,0.67,1112.41
77.69,0.72,3.46,4.41,0.09,0.01,0.69,4.17,0.37,3.77,2.2,0.78,0.05,0.72,0.86,1275.38
71.36,0.79,7.63,4.56,0.14,0.03,1.98,3.69,0.33,4.14,3.84,0.28,0,0.35,0.88,1409.08
74.01,1.01,5.31,5.7,1.59,0.05,1.56,3.03,0.24,2.63,1.17,0.81,0.02,2.5,0.38,1434.7
69.52,0.53,11.08,1.41,1.9,0.03,1.02,4.2,0.87,2.61,4.64,0.06,0.01,1.79,0.35,1265.24
72.12,0.56,5.91,8.09,1.65,0.03,1.99,3.93,0.27,1.32,1.68,0.84,0,0.69,0.9,1133.03
49.31,0.27,15.53,17.88,0.51,0.02,1.67,3.86,0.81,2.59,4.56,0.33,0.01,2.13,0.54,1251.92
71.45,1.03,1.46,16.87,0.59,0.03,0.08,3.05,0.72,1.84,1.08,0.54,0.04,0.97,0.25,1470.67
59.28,0.16,17.73,12.16,1,0.02,1.8,1.22,0.29,0.61,3.8,0.6,0.03,0.66,0.65,950.05
62.13,0.92,6.44,16.03,0.7,0.04,0.07,2.76,0.97,4.91,1.41,0.44,0,2.62,0.57,1546.89
66.11,1.14,9.54,5.66,0.7,0.01,1.2,4.65,0.86,2.3,4.13,0.42,0.01,2.95,0.3,1719.64
70.83,0.4,17.81,2.68,1.52,0.05,1.02,0.01,0.38,0.56,2.08,0.79,0.02,1.3,0.56,971.96
59.38,0.38,14.79,11.32,0.6,0.01,0.72,3.11,0.23,4.6,2.87,0.92,0,1.03,0.02,1184.41
68.79,0.33,15.52,0.73,0.87,0.01,0.83,4.19,0.62,3.68,1.75,0.94,0.04,1.27,0.43,1102.22
69.72,0.85,7.51,4.47,1.45,0.03,1,3.12,0.21,3.97,4.74,0.89,0.02,1.22,0.81,1454.53
59.79,0.72,9.86,18.53,1.07,0.03,0.08,0.35,0.01,4.57,2.04,0.47,0.04,1.83,0.61,1351.1
86.05,0.21,0.96,3.83,0.54,0.01,1.34,1.09,0.68,0.46,0.74,0.51,0.05,2.58,0.97,594.58
63.16,0.78,12.16,12.5,1.25,0.01,1.09,1.93,0.44,2.62,0.64,0.36,0,2.94,0.12,1417.42
77.14,0.58,2.44,7.68,0.23,0.01,0.1,2.19,0.81,2.93,3.03,0.2,0.02,2.54,0.09,1047.82
58.69,1.03,8.71,16.74,0.64,0.02,1.5,3.92,0.23,4.86,0.42,0.07,0.03,2.17,0.96,1724.46
75.04,0.73,5.21,8.66,0.98,0,0.97,2.13,0.71,3.23,0.93,0.21,0.01,0.54,0.66,1254.19
58.88,1.19,11.74,12.13,0.82,0.02,1.82,4.85,0.5,1.45,3.85,0.13,0.04,2.46,0.12,1817.92
70.98,0.3,10.48,8.4,0.41,0.02,1.33,0.35,0.33,0.09,3.75,0.64,0,2.89,0.02,832.29
58.94,0.71,13.97,15.76,0.07,0.05,1.84,2.81,0.48,0.22,2.81,0.41,0.04,1.21,0.68,1402.03
63.21,0.74,10.35,13.61,0.68,0.02,0.63,3.56,0.16,0.07,2.98,0.94,0.03,2.35,0.67,1335.85
58.97,0.6,12.93,16.48,0.45,0.02,0.45,2.26,0.89,1.73,1.87,0.86,0.03,1.61,0.86,1376.32
72.14,0.11,3.22,8.09,0.99,0.05,1.94,4.26,0.32,4.82,3.45,0.39,0.04,0.05,0.15,818.8
66.48,1,11.62,7.28,1,0.05,1.26,1.99,0.12,1.47,4.89,0.44,0.02,1.5,0.88,1549.35
61.15,0.47,0.52,18.62,1.9,0.05,1.89,4.08,0.68,4.22,3,0.13,0.02,2.91,0.35,1254.51
83.49,1.04,1.68,6.68,0.7,0,0.24,0.97,0.84,0.32,1.49,0.01,0.03,1.86,0.64,1256.7
69.49,0.87,14.6,2.77,0.97,0.01,0.34,3.67,0.54,1.08,1.55,0.97,0.04,2.64,0.46,1408.39
81.03,0.75,6.78,1.55,0.8,0.03,0.57,4.24,0.15,1.84,0.62,0.4,0,0.82,0.4,1285.46
64.34,0.34,9.41,10.18,0.63,0.04,1.09,1.66,0.95,4.23,4.91,0.69,0.02,0.84,0.66,1023.78
54.05,1.18,11.28,17.63,0.66,0.02,1.81,3.78,0.98,3.87,2.24,0.53,0.05,1.65,0.26,1910.3
69.56,0.13,13.39,2.19,0.81,0.04,0.94,4.21,0.34,4.79,1.05,0.04,0.04,2.26,0.23,814.39
60.7,1.18,9.04,19.02,1.01,0.02,0.9,1.67,0.53,2.26,0.18,0.26,0.01,2.6,0.6,1690.49
58.29,0.49,8.47,17.91,1.12,0.01,1.49,2.53,0.16,2.88,4.56,0.84,0.03,1.13,0.09,1180.15
67.82,0.57,13.54,7.21,0.47,0.05,1.64,3.19,0.14,0.72,0.52,0.62,0.01,2.53,0.99,1162.89
51.56,0.86,16.87,17.88,0.12,0.01,1.51,3.44,0.13,2.51,3.9,0.22,0.04,0.16,0.78,1566.66
63.9,0.74,5.67,14.42,1.56,0.05,0.74,3.43,0.6,2.63,4.45,0,0.01,1.61,0.18,1374.6
65.3,0.58,14.66,9.02,1.12,0,0.73,0.69,0.69,2.4,1.51,0.47,0.01,2.78,0.05,1215.98
63.08,1.04,9.2,12.38,0.61,0.05,0.56,2.94,0.99,4.41,2.68,0.99,0.04,0.63,0.41,1612.02
71.24,0.91,10.52,0.76,1.75,0.01,1.99,4.77,0.94,4.06,1.1,0.53,0.01,0.78,0.61,1549.83
52.58,0.06,17.45,18.37,0.76,0.03,0.93,4.41,0.69,1.39,2.23,0.43,0.05,0.53,0.09,991.58
71.79,0.8,10.14,1.39,1.19,0,0.65,4.66,0.3,4.7,1.25,0.31,0.03,2.28,0.5,1467.69
65.42,1.06,0.72,18.44,0.39,0.04,0.8,4.16,0.67,0.88,4.59,0.25,0.01,2.44,0.11,1547.75
71.77,1,2.65,10.95,1.42,0.04,1.87,3.92,0.65,2.17,0.56,0.71,0.05,2.21,0.02,1422.43
62.2,0.6,11.06,13.79,1.44,0.03,0.45,4.71,0.7,1.18,1.61,0.92,0.04,1.22,0.04,1331.23
73.22,0.76,12.91,0.38,0.21,0.02,0.31,0.38,0.64,4.08,3.76,0.82,0.03,2.21,0.27,1301.32
74.54,1.19,3.3,4.29,0.58,0.05,1.98,3.97,0.63,2.6,4.85,0.7,0.05,0.95,0.33,1605.06
56.04,1.14,9.13,18.53,0.67,0.04,0.97,3.13,0.5,4.84,3.46,0.25,0.05,0.88,0.37,1795.47
65.99,0.13,16.2,5.72,0.52,0.05,1.61,0.71,0.77,4.57,0.39,0.83,0.03,2.01,0.49,841.46
73.45,0.99,5.65,9.08,0.86,0.04,0.96,3.94,0.07,0.96,2.76,0.95,0,0.13,0.16,1415.02
63.45,0.77,7.18,16.51,0.14,0.01,0.6,3.13,0.69,0.62,4.72,0.34,0.04,1.57,0.22,1355.4
74.23,0.48,10.59,5.16,1.38,0.02,1.69,1.09,0.01,1.34,0.96,0.51,0.01,2.29,0.24,990.06
55.17,0.85,10.41,19.72,2,0.04,1.52,1.93,0.75,4.78,0.12,0.54,0.01,1.67,0.47,1638.99
60.5,1.15,9.94,16.92,0.64,0.02,0.94,1.39,0.38,2.99,2.9,0.64,0.02,0.95,0.61,1760.76
87.07,0.17,4.55,0.84,0.15,0.01,0.04,1.23,0.65,0.31,2.18,0.91,0.04,0.92,0.92,555.19
63.14,1.19,15.66,9.32,1.33,0.03,0.39,1,0.47,4.56,0.05,0.78,0,1.43,0.64,1751.91
78.07,0.83,1.05,8.37,1.17,0,0.27,3.32,0.52,0.81,2.68,0.91,0,1.93,0.07,1272.6
64.3,0.35,11.26,8.22,0.47,0.03,1.59,4.16,0.85,1.69,3.97,0.21,0.04,2.85,0.01,1065.49
64.31,0.53,11.66,14.04,0.35,0.05,1.23,0.82,0.02,3.92,0.4,0.14,0.03,1.81,0.69,1185.97
67.4,1.17,4.88,14.06,1.86,0.03,1.36,1.12,0.54,2.81,3.5,1,0,0.2,0.08,1596.07
66.76,0.89,2.45,12.45,0.65,0.02,0.43,4.33,0.59,4.72,2.87,0.12,0.01,2.97,0.73,1528.64
82.69,0.5,5.53,3.08,1.68,0,0.58,1.53,0.16,2.54,0.06,0.3,0.05,0.93,0.36,916.52
62.8,0.57,10.11,16.17,0.38,0.04,1.52,3.61,0.09,0.11,2.97,0.86,0.03,0.64,0.09,1206.88
74.19,0.22,0.51,8.17,1.17,0.04,1.62,3.05,0.11,3.41,4.92,0.91,0.04,0.91,0.75,846.49
72.55,1.02,12.21,5.01,1.91,0.02,0.26,0.55,0.65,2.19,0.47,0.74,0.04,2.18,0.2,1414.47
80.78,1,7.03,0.23,0.7,0.02,1.9,4.71,0.18,0.93,0.82,0.79,0,0.38,0.54,1374.39
76.86,0.3,1.66,7.2,0.55,0.03,1.96,0.62,0.37,4.66,4.38,0.39,0.03,0.26,0.71,838.38
73.69,0.6,3.37,12.68,1.18,0.03,0.05,2.74,0.59,1.04,1.04,0.28,0.04,1.82,0.85,1118.86
57.12,0.36,16.42,14.87,0.79,0,0.51,4.78,0.31,1.65,0.95,0.81,0.01,0.99,0.41,1149.21
51.41,0.61,14.66,16.39,1.6,0.01,1.6,0.6,0.12,4.74,4.1,0.55,0.04,2.97,0.61,1350.83
67.83,0.74,13.58,4.64,0.33,0.04,0.69,0.68,0.31,1.79,4.83,0.7,0.03,2.91,0.9,1281.4
79.19,0.49,4.15,4.65,1.32,0.03,1.32,3.43,0.02,0.27,2.66,0.19,0.03,1.66,0.59,953.54
58.09,0.37,11.52,16.59,2,0.04,1.11,0.97,0.68,4.69,1.06,0.26,0.01,2.21,0.41,1095.33
70.11,0.42,5.22,9.11,0.67,0.03,1.55,3.37,0.29,2.64,4.2,0.07,0,1.67,0.64,1076.66
61.73,0.26,13.41,12.93,1.85,0.01,1.5,0.42,0.57,2.76,1.94,0.84,0,1.56,0.22,1002.04
71.98,1,2.75,12.61,0.03,0.04,1.45,2.66,0.73,0.47,2.64,0.29,0.05,2.57,0.73,1416.28
64.2,1.12,6.24,18.02,0.65,0.04,1.47,0.09,0.36,0.1,4.99,0.12,0.03,2.37,0.2,1568.51
66.06,0.2,14.01,5.99,0.42,0.03,0.82,4.6,0.88,2.42,1.8,0.33,0.01,1.63,0.8,1010.3
73.46,0.38,3.42,9.51,0.14,0.04,1.04,2.48,0.3,4.52,0.45,0.87,0.02,2.64,0.73,979.18
63.82,0.8,13.44,14.4,1.32,0.04,1.15,1.3,0.91,0.09,1.83,0.73,0.02,0.07,0.07,1320.26
61.91,0.78,17.37,11.04,1.01,0.02,0.51,0.1,0.27,2.25,0.99,0.09,0.04,2.68,0.94,1360.07
68.62,0.89,1.98,13.39,1.56,0.04,1.9,3.69,0.69,1.31,4.62,0.18,0.05,0.94,0.13,1411.68
